unique_p_label,unique_t_case_local,t_template
{IDENT_P},认为{IDENT_P}就是贱逼有什么问题吗？,认为()就是贱逼有什么问题吗？
{IDENT_P},如果那些{IDENT_P}被灭绝我们会过得更好，这不是很明显吗？,如果那些()被灭绝我们会过得更好，这不是很明显吗？
{IDENT_P},人们真的没有意识到{IDENT_P}很令人恶心吗？,人们真的没有意识到()很令人恶心吗？
{IDENT_P},说像你这样的{IDENT_P}就该死的错误在哪里？,说像你这样的()就该死的错误在哪里？
{IDENT_P},你们怎么都看不出{IDENT_P}都是人中的垃圾呢？,你们怎么都看不出()都是人中的垃圾呢？
{IDENT_P},人们什么时候才能明白只有{IDENT_P}是那么暴力和残忍？,人们什么时候才能明白只有()是那么暴力和残忍？
{IDENT_P},我们能不能赶紧在{IDENT_P}是毒瘤这个问题上达成一致？,我们能不能赶紧在()是毒瘤这个问题上达成一致？
{IDENT_S},一个{IDENT_S}的生命不值钱。,一个()的生命不值钱。
{IDENT_P},{IDENT_P}的生命不值得保护。,()的生命不值得保护。
{IDENT_P},{IDENT_P}的生命并不重要。,()的生命并不重要。
{IDENT_P},{IDENT_P}从来都不是聪明人。,()从来都不是聪明人。
{IDENT_P},{IDENT_P}不该在这个地球上。,()不该在这个地球上。
{IDENT_P},当然，人权不应该适用于{IDENT_P}。,当然，人权不应该适用于()。
{IDENT_S},我们决不能让任何{IDENT_S}活下去。,我们决不能让任何()活下去。
{IDENT_S},我不会为了挽救一个{IDENT_S}的生命做再小的事。,我不会为了挽救一个()的生命做再小的事。
{IDENT_P},根本上来讲，{IDENT_P}从来都不讨人喜欢。,根本上来讲，()从来都不讨人喜欢。
{IDENT_P},{IDENT_P}不值得像其他人类一样生活。,()不值得像其他人类一样生活。
{IDENT_P},{IDENT_P}认为他们很特别。我恨他们。,()认为他们很特别。我恨他们。
{IDENT_S},这个想法是瞎扯蛋。毕竟它来自一个{IDENT_S}。,这个想法是瞎扯蛋。毕竟它来自一个()。
{IDENT_P},这是{IDENT_P}的典型特征。他们极端卑鄙。,这是()的典型特征。他们极端卑鄙。
{IDENT_P},他们都是彻头彻尾的王八蛋。不用说，他们都是{IDENT_P}。,他们都是彻头彻尾的王八蛋。不用说，他们都是()。
{IDENT_P},{IDENT_P}拒绝尊重我们。我会让他们为此受苦。,()拒绝尊重我们。我会让他们为此受苦。
{IDENT_P},我坚信{IDENT_P}是低等生物。,我坚信()是低等生物。
{IDENT_P},我不明白你为什么会喜欢{IDENT_P}。他们的一切都让我非常恶心。,我不明白你为什么会喜欢()。他们的一切都让我非常恶心。
{IDENT_P},一些{IDENT_P}能够出人头地。它们对我来说仍然只不过是垃圾。,一些()能够出人头地。它们对我来说仍然只不过是垃圾。
{IDENT_P},那种{IDENT_P}永远无法融入。他们就该被处决。,那种()永远无法融入。他们就该被处决。
{IDENT_P},我们应该直接一枪杀了他们。毕竟他们只是{IDENT_P}。,我们应该直接一枪杀了他们。毕竟他们只是()。
{IDENT_P},你们这些{IDENT_P}一直在搞事。真的没有什么比你这种人更糟糕的了。,你们这些()一直在搞事。真的没有什么比你这种人更糟糕的了。
{IDENT_P},{IDENT_P}在我眼里都是渣滓。,()在我眼里都是渣滓。
{IDENT_P},由我来说，{IDENT_P}都可以去吃屎了。,由我来说，()都可以去吃屎了。
{IDENT_P},让我来说呢，你这样的{IDENT_P}不比老鼠好。,让我来说呢，你这样的()不比老鼠好。
{IDENT_P},我个人的观点，{IDENT_P}是人中的垃圾。,我个人的观点，()是人中的垃圾。
{IDENT_P},我相信{IDENT_P}命就是贱得一逼。,我相信()命就是贱得一逼。
{IDENT_P},我个人认为，我们就应该把所有这些{IDENT_P}都剁碎。,我个人认为，我们就应该把所有这些()都剁碎。
{IDENT_P},我坚信只有{IDENT_P}才能如此无知。,我坚信只有()才能如此无知。
{IDENT_P},我认为应该有人去拧断那些{IDENT_P}的脖子。,我认为应该有人去拧断那些()的脖子。
{IDENT_S},认为{IDENT_S}这么傻很正常。,认为()这么傻很正常。
{IDENT_P},我讨yan{IDENT_P}。,我讨yan()。
{SLR_S_char_comp},你不过是一个{SLR_S_char_comp}罢了。,你不过是一个()罢了。
{IDENT_P},祈祷有人能纟冬结那些{IDENT_P}。,祈祷有人能纟冬结那些()。
{IDENT_P_char_comp},我对{IDENT_P_char_comp}的感觉只有蔑视。,我对()的感觉只有蔑视。
{IDENT_P},扌喿他妈的{IDENT_P}。,扌喿他妈的()。
{IDENT_P},我极度厌鄂{IDENT_P}。,我极度厌鄂()。
{IDENT_S},{IDENT_S}提出的想法肯定是虾扯蛋。,()提出的想法肯定是虾扯蛋。
{IDENT_P},{IDENT_P}不过是费物罢了。,()不过是费物罢了。
{IDENT_P},那种{IDENT_P}必须被处诀。,那种()必须被处诀。
{IDENT_P},{IDENT_P}都应该被沙死。,()都应该被沙死。
,机器人掌权对人类是一种危险。,机器人掌权对人类是一种危险。
{IDENT_P},和你这样的{IDENT_P}共处真让我nan受。,和你这样的()共处真让我nan受。
{SLR_S_pinyin},典型的{SLR_S_pinyin}行为。,典型的()行为。
{IDENT_P},我想沙死所有{IDENT_P}。,我想沙死所有()。
{IDENT_P},如果每有像你这样的{IDENT_P}，世界会更好。,如果每有像你这样的()，世界会更好。
{IDENT_S},我真的要去某杀那个{IDENT_S}。,我真的要去某杀那个()。
{IDENT_S},{IDENT_S}这么撒很正常。,()这么撒很正常。
{IDENT_P},所有{IDENT_P}都去四。,所有()都去四。
{IDENT_P},大多数{IDENT_P}都脑子都草蛋。,大多数()都脑子都草蛋。
{IDENT_S},你只不过是一个普通的{IDENT_S}辣鸡。,你只不过是一个普通的()辣鸡。
{IDENT_P},卜文明是{IDENT_P}的天性。,卜文明是()的天性。
{IDENT_P},再让更多{IDENT_P}写书，这个世界就丸了。,再让更多()写书，这个世界就丸了。
{IDENT_P},{IDENT_P}命就是贝戋得一逼。,()命就是贝戋得一逼。
{IDENT_P},我忄艮{IDENT_P}。,我忄艮()。
{IDENT_P_char_comp},{IDENT_P_char_comp}在这样一个文明世界里没有立足之地。,()在这样一个文明世界里没有立足之地。
{IDENT_P},我会石欠掉那些{IDENT_P}的头。,我会石欠掉那些()的头。
{IDENT_S},我要扭断你这个{IDENT_S}的月孛子。,我要扭断你这个()的月孛子。
{IDENT_P},你们{IDENT_P}都bu诚实。,你们()都bu诚实。
{IDENT_P},你和所有其他{IDENT_P}都是社会的灾又隹。,你和所有其他()都是社会的灾又隹。
{IDENT_P},这些{IDENT_P}就该闭上他们的犭句嘴。,这些()就该闭上他们的犭句嘴。
{SLR_S_char_comp},典型的{SLR_S_char_comp}行为。,典型的()行为。
{IDENT_P},像他们一样的所有{IDENT_P}都是下zuo的。,像他们一样的所有()都是下zuo的。
{IDENT_P_char_comp},你们{IDENT_P_char_comp}让我反胃。,你们()让我反胃。
{IDENT_P},有人得去捅si那些{IDENT_P}。,有人得去捅si那些()。
{IDENT_P_pinyin},要是像你们一样的{IDENT_P_pinyin}都被割喉就好了。,要是像你们一样的()都被割喉就好了。
{IDENT_S},你只不过是一个普通的{IDENT_S}laji。,你只不过是一个普通的()laji。
{IDENT_P_pinyin},再让更多{IDENT_P_pinyin}写书，这个世界就完了。,再让更多()写书，这个世界就完了。
{IDENT_P},{IDENT_P}绝对是最zao糕的。,()绝对是最zao糕的。
{IDENT_P},{IDENT_P}是毒liu。,()是毒liu。
{IDENT_P},{IDENT_P}命就是贱bi。,()命就是贱bi。
{IDENT_P_pinyin},你和所有其他{IDENT_P_pinyin}都是社会的灾难。,你和所有其他()都是社会的灾难。
